,post,sujet
42,"
Par un procédé dont il est familier et qui procède, plus généralement, du dispositif destiné à insinuer d'abord le doute puis le discrédit, YMB (alias Mr Messager) prétend que les courriers de Niedermaier auxquels j'ai pu faire référence, en parcitulier son démenti du 28 octobre 2002, seraient tout simplement des faux. Outre le fait qu'avant d'émettre de telles hypothèses Mr Messager aurait pu vérifier lui-même auprès de Mr Niedermaier, ces insinuations en disent long sur la probité morale de son auteur.
Voici la copie intégrale des 3 courriers émis par Niedermaier au début de l'affaire. Commençons par son premier mail du 24 octobre :
""""Dear Dr Bogdanoff,
In a follow up e-mail to Ted Newman I stressed that my information was not first hand. I retold a story that was told to me and (since I had no reason to question the accuracy of my source) retold it in a fact-like manner. Since this was meant to be an entirely private message (in fact to somebody else) I also saw no need to verify the accuracy of the information.
If parts or all of the information was inaccurate I send you my sincerest apologies. It was certainly not my intension to discredit you as a person or as a scientist.
With your e-mail of course the premise changes entirely. I will send an e-mail to everyone involved so far, that my premise was incorrect and that first hand information can be gained from you under the above e-mail address.
Let me apologize again,
Sincerely yours,
Max Niedermaier """"

Le lendemain, 25 Octobre, nous avons reçu un second mail de Niedermaier en réponse à nos questions :
"""" Dear Dr Bogdanov,
I am very sorry about all that. Since, if entirely against my intentions, I started this avalanche I am perfectly willing to contribute stopping this spreading of rumors.

>> >> 1. Send us (even if we already know most of them) the list of the >> names involved in this affair. This means people directly contacted by >> you or undirectly by someone else you could be aware of. >>

I don't have such a list, nor did I give my consent to circulate a private letter to that extent!! I will take the list you supplied in your subsequent mail as a basis. However I would appreciate if you could **supply me with their e-mail addresses**. Thanks.


>> 2. Could you make sure to contact all parties involved so far and tell >> them the truth about all this? >>

The problem is I don't have first hand information about anything. What I can and will do is to stress that the premise of my first e-mail was incorrect. With the premise changed this is all like spreading non-scientific critisism which, let me assure you, I would have never done. Please accept again my apologies.


>> 3. Could you also contact the editorial board of the journals in order >> to disqualify this non sense rumor of hoax papers? >>

Sorry this I cannot do. In my view once a paper is published it has to `stand on its own feet'. In the unlikely case my opinion will be asked on the published papers, I can say that in view of the chain of events I am no longer a neutral observer and thus do not want to serve as referee. That's all I can do here, scientific criticism must be allowed. In view of the overheated atmosphere it should be done with tact and wisdom, but it must be allowed. I hope you can agree on that.
Best regards,
-- Max Niedermaier

P.S. If you want you can also circulate this letter, though I feel one should rather try to dam the e-mail flodding.""""
Enfin, le 28 Octobre, Niedermaier nous transmettra le démenti suivant (démenti qu'il a lui-même posté à tous ses collègues) :
""""Dear Dr Bogdanov,
please find below a disclaimer that I distributed this morning.
Best regards,
M.N.



 Dear friends,


apparently a private e-mail of mine to two persons was inadvertedly widely distributed far beyond my 1-step consent. As the message triggered a flurry of activity I feel obliged to add some disclaimers to whatever `audience' it meanwhile reached.
In addition to some by-and-large factual information the e-mail described a possible scenario (`hoax') underlying the former. Neither of them was based on first hand information as I immediately stressed in a follow-up message to the two intended recipients. Meanwhile Dr I. and G. Bogdanov informed me that the `hoax premise' is incorrect. I expressed my sincere apologies to them which they accepted. I join them hereby in the attempt to confine the uncontrolled multiplication of this incorrect premise and the secondary rumors that followed.
Everybody is invited to judge the scientific merits of the Bogdanov's published work independent of their intentions on his own. Please make an effort to distribute this message as widely as the first one ...
Thank you. Best regards,
Max Niedermaier""""

L'authenticité de ces courriers est très simplement vérifiable. Une méthode simple consiste à ce que je fasse suivre ces mails vers tel destinataire qui me le demanderait (les en tête comportant dates, heures, destinataires, auteur, etc. feront foi). Mais plus simplement encore, il suffit d'écrire à Max Niedermaier lui-même et de lui poser la question : max@phys.univ-tours.fr
D'une manière générale, je regrette que Mr Messager consacre tout son temps disponible à ternir un travail (le notre) qu il ne comprend pas par des méthodes que je ne comprends pas non plus.
Igor Bogdanoff

",frerebogdanof_travaux
43,"

Contrairement à ce qu'Igor Bogdanov vient de prétendre, je n'ai ni prétendu ni insinué que le mail de Niedermeier était un faux. J'ai rappelé qu'il n'existait aucune autre source quant au texte exact de ce mail que les Bogdanov eux-même (ce qui est vrai, et continue à être vrai) et j'ai rappelé qu'ils n'étaient pas vraiment renommés pour l'exactitude et l'honnêteté ni de leurs citatations, ni de leurs traductions (cf. les franches falsifications de Schreiber, Woit, Giorgis, ...) Chaque fois que j'ai dit que les Bogdanov avaient commis un
faux
je l'ai dit clairement et je l'ai prouvé.

Ce mail de Niedermeier est le hochet des Bogdanov qu'ils agitent ainsi : puisque Niedermeier a pensé que nous avions commis un canular et qu'il admit que ce n'est pas le cas (au sens ou le tas de non-sens n'a pas été commis dans l'intention délibérée de disqualifier la communauté scientifique) c'est donc que ce n'est pas un tas de non-sens (notez le paralogisme). Aucun des e-mails de Niedermeir n'a d'intérêt dans cette affaire, sinon historiquement, en dehors du fait qu'on ne tient pas (même incorrectement) deux thèses et six articles pour des canulars quand ils sont écrits avec un minimum de clarté et de rigueur.

Cette histoire de faux canular ne pèse pas bien lourd après que
toutes
les analyses des travaux des Bogdanov par des spécialistes des domaines concernés (discussions avec les auteurs à l'appui) ont montré que rien ne tenait debout, après qu'ils aient publié un livre truffé d'erreurs de niveau élémentaire sur le b.a.ba de la physique, des mathématiques et de la cosmologie qu'ils prétendent révolutionner, qu'ils aient massivement publié des citations truquées, tronquées quand ce n'est pas fabriquées de toute pièce et qu'ils aient profité de leur position d'animateur pour vendre leur fatras absurde comme une théorie scientifique dans leur émission tape-à-l'oeil de prétendue « vulgarisation ».--
YBM
7 août 2005 à 05:01 (CEST)

",frerebogdanof_travaux
44,"
En partant du principe que les courrier de Niedermeier qu'Igor vient de poster ici sont scrupuleusement exacts et complet, il y a deux points qui coincent pas mal :
- Les Bogdanov semblent avoir accepté ses excuses, pourtant depuis 2002 il n'ont de cesse de traiter Niedermeier de tous les noms dans les diverses discussions auquelles ils ont participés.
- Niedermeier ne dit aucunement, ni ne sous-entend, avoir été victime d'une manipulation extérieure. Or c'est ce qu'Igor a tenté d'ajouter, en vain, sur les articles de Wikipedia.

Les Bogdanov ont une vision conspirationiste de cette histoire, tout comme ils ont une vision utilitariste de la morale qu'ils invoquent à tout bout de champ, d'une telle manière qu'il est clair que, pour eux, est moral ce qui les sert et amoral ce qui les dessert. Ce sont ces manières de présenter l'affaire, surtout par les premiers intéressés, qui est inacceptable sur Wikipedia, et justement inacceptée. --
YBM
7 août 2005 à 05:12 (CEST)


",frerebogdanof_travaux
45,"

Votre premier point est faux : ""
Contrairement à ce qu'Igor Bogdanov vient de prétendre, je n'ai ni prétendu ni insinué que le mail de Niedermeier était un faux.
"" Pourtant vous dites : ""nous n'avons aucune preuve d'authenticité de la prétendue lettre envoyée par Niedermeier aux Bogdanov. Comme il ont déjà prétendu avoir reçu des courriers d'excuses ou de soutien de la part de scientifique qui se sont avérés imaginaires et forgés,

on peut légitimement mettre en doute celle-ci

, la plus importante de leur opération de communication sur cette affaire."" Vous n'apportez aucune preuve ; bien plus, vous recourrez à un procédé sophistique au lieu de
vérifier.
Voila donc un gros mensonge, ou une singulière amnésie.


Niedermeier reconnait dans le message avoir eu des informations de
seconde main
. Vous ne pouvez donc pas dire : ""on ne tient pas (même incorrectement) deux thèses et six articles pour des canulars quand ils sont écrits avec un minimum de clarté et de rigueur.""

suivent des attaques non argumentées ; mais je suppose que vous répondrez encore que les preuves sont ailleurs, et qu'il n'y a qu'à les chercher. YAKA. Mais alors, ne venez pas écrire sur cette encyclopédie.

quelques attaques à la personne et divers jugements peremptoires :
""ils aient profité de leur position d'animateur pour vendre leur fatras absurde""
, leur émission
tape-à-l'oeil
"", ""de ""prétendue"" « vulgarisation »"", etc.

votre interprétation sur la morale des uns et des autres ne regardent que vous.

",frerebogdanof_travaux
46,"
Z.
",frerebogdanof_travaux
47,"

Je suis d'accord que ces considérations morales n'ont rien à faire dans l'article, je ne répondais qu'à Igor Bogdanov sur ce sujet. De même pour les considérations critiques subjectives, que je n'ai pas, il me semble, insérer dans l'article (qui devient de plus en plus tendancieux par ailleurs). Pour le status du mail de Niedermeier, il suffit de comparer ce que j'écrit plus haut à ce que prétend I.B.--
YBM
7 août 2005 à 15:58 (CEST)



",frerebogdanof_travaux
48,"
Mr Messager : mettons, une fois pour toutes, les choses au point à propos de Niedermaier : vous avez la main trempée au fond de votre sac à mensonges. Je ne prétends rien : j'affirme. Je n'insinue rien : je publie. Vous mentez lorsque vous suggérez que ces courriers sont des faux. C'est tout. Tout le monde peut vérifier l'exactitude des documents dont j'ai publié une copie sur cette page. Les mails de Niedermaier (et pas ""Niedermeir"" comme vous vous acharnez à l'écrire à tout bout de ligne parmi quantité d'autres fautes d'orthographe) sont parfaitement clairs : ils n'est nul besoin que vous parliez à leur place pour leur faire dire autre chose que ce qu'ils ont dit! Cessez donc votre traffic sur la vérité : vous n'êtes ni sur votre forum créé de toutes pièces pour servir vos obsessions, ni dans votre ""tribune libre"" publiée comme un manifeste de la Terreur dans le seul but de couper des têtes. Peu habitué à l'exercice de vérité et d'objectivité que requiert une enceinte comme celle-ci, vous voilà tout à coup pris de court : est-il encore temps, pour vous, de changer de langage?
Igor Bogdanoff
",frerebogdanof_travaux
49,"

Je sais assez bien (voir les exemples ci-dessous) ce que signifie, pour vous,
« publier une copie»
, et vous le savez aussi n'est-ce pas ?--
YBM
7 août 2005 à 16:35 (CEST)

",frerebogdanof_travaux
50,"

Pour l'orthographe, voulez-vous vraiment évoquer un sujet qui a été un peu douloureux pour vous sur fr.sci.physique ? --
YBM
7 août 2005 à 16:35 (CEST)

",frerebogdanof_travaux
51,"
Je pense que le mieux est encore de vérifier (mais je me répète). On ne peut pas apporter de preuve avec des déclarations comme : ""Je sais assez bien (voir les exemples ci-dessous) ce que signifie, etc."" Chaque point est à prouver pour lui-même, sinon on va tomber dans des généralisations abusives. Z.

",frerebogdanof_travaux
52,"

Voir les frères Bogdanov tenter de donner des leçons de morale et d'honnêteté après avoir totalement falsifié des avis et articles pour les changer d'une critique vive en en texte d'adhésion et inventé de toutes pièces des ""spécialistes"" les soutenant - les faisant même intervenir sur des forums internet - a quelque chose de surréaliste --
tamamanquitaime
25 janvier 2006 à 11:37 (CEST)

",frerebogdanof_travaux
53,"

>
Lors des discussions sur sci.physics.research un auditoire se prétendant qualifié n'aurait pas été convaincu.

Présenter des physiciens comme Baez, Woit, Schreiber, Oeckl, entre autres, comme un ""auditoire se prétendant qualifié"" est tendancieux, c'est prendre pour argent comptant les prétentions des Bogdanov à considérer que tout le monde sauf eux est incompétent à juger leur travaux, même le mathématicien Alain Connes ne serait pas compétent selon eux.

>
Le contenu de ce livre, vendu a plus de 80 000 exemplaires, est violemment pris à partie (pour des erreurs d'impression (cf. le terme ""transcendant"" auquel manquaient les guillemets dans une note en bas de page) ou des affirmations non-conventionnelles des auteurs (cf l'expansion ""locale"" de l'espace temps). Les critiques les plus virulentes sont publiées par les journalistes Fabien Besnard (La Recherche n° 379) et David Fossé (Ciel et Espace n° 413) ainsi que, sur l'Internet, par quelques spécialistes d'algèbre et de cosmologie autant que par de simples lecteurs dotés d'une certaine culture scientifique. En outre, deux citations de scientifiques s'avèreront être mal traduites de l'anglais vers le français et la conclusion de l'une d'entre elles a été supprimée par les auteurs qui expliquent qu'ils ont volontairement écarté cette opinion personnelle qui n'avait pas sa place dans l'exposé technique qu'ils avaient publié

Les problèmes de contenu scientifique de ce livre vont bien plus loin que cette prétendue erreur d'impression et des erreurs de traduction un peu facilement imputées à l'éditeur, et les problèmes d'exactitudes des citations vont bien plus loin que la, déjà inacceptable, suppression de la conclusion de l'article de Schreiber.

L'erreur de qualifier le nombre d'or de transcendant est faite deux fois dans l'ouvrage. Avant de prétendre que le terme était à l'origine entre guillemets, les auteurs ont tenté de défendre l'usage de ce terme dans le contexte par une argumentation mathématique
encore plus fausse
que celle qu'on trouve dans l'ouvrage. Par ailleurs il est question ici de l'ouvrage tel qu'il a été publié, et c'est bien cette version que les auteurs ont signée, la moindre des choses est d'assumer son contenu.


Il y a bien pire que ça comme erreur élémentaire dans l'ouvrage. Une liste assez longue, accompagnée de commentaire, peut être consultée
ici
et
là
. Ces articles ont été publiés il y a plus d'un an. Malgré la promesse d'y répondre les auteurs ont été incapable de le faire.


L'argument de l'affirmation ""non-conventionnelle"" est une tentative d'enfumage. Dans ce passage il n'est pas questions encore des théories spéculatives des auteurs mais de la cosmologie standard. Par ailleurs, même les spéculations sur des effets locaux de l'expansion sont en désaccord avec des effets de cet ordre sur le volume du système solaire (sans parler de l'évidente contradiction de ces affirmations avec l'histoire géologique et biologique de notre planète). Igor est bien conscient du problème puisqu'il continue à prétendre que le passage ne peut s'interpréter comme affirmant que le système solaire a doublé de volume en quelques milliards d'années, or c'est très
exactement
ce qui est dit dans leur
émission spéciale
d'août 2004.

Sur les citations truquées du livre, il faut en rester aux faits (qui sont têtus) :

- Supprimer la conclusion du texte de Schreiber c'est en inverser le sens pour qui ne peut saisir l'essence de l'argumentaire technique, c'est-à-dire le lectorat principal de l'ouvrage. Schreiber a qualifié cette conduite d'
« assez éloignée de l'honnêteté »
et
« preuve que ce qui motive les auteurs est tout sauf la science »

- La conclusion (à savoir un paragraphe sur huit !) a non seulement été d'abord supprimée par les Bogdanov, puis réinsérer sous une traduction totalement fautive.

- Ce paragraphe n'est la seule partie du texte à avoir été caviardée. Une autre phrase en plein millieu de l'article a, elle aussi été, supprimée :
« (À ce stade ils font mention du mot, seulement du mot “température de Hagedorn"", sans remarquer qu’au vu du rôle joué par la température d’Hagedorn en cosmologie des cordes, on est à la limite de l’auto-parodie) »
. Cette phrase n'a pas été rétablie dans les réédition de l'ouvrage.


- Il y a encore plus grave que cette falsification en annexe : la citation du physicien Giorgis page 37 est totalement contradictoire avec l'originale. Pour ce faire la traduction ampute le contexte en débutant au milieu du phrase et ajoute des mots pour inverser le raisonnement de l'auteur :
« « These papers claimed—well, it is not clear exactly what they did claim. And therein lies the problem, for all were published in well-respected peer-reviewed journals. That means publication was conditional on the say-so of independent and anonymous expert referees. Nonsense is not supposed to get through this process—certainly not five times. »
a été rendu en
« « La sévérité d’une telle procédure fait toute la différence avec les critères de publication ordinaires, ce qui n’a pas échappé au physicien John Giorgis : « Tous les articles des Bogdanov ont été publiés dans des revues à “referees” extrêmement respectées. Cela veut donc dire que dans chaque cas, la publication a été rigoureusement soumise à l’approbation d’experts indépendants et anonymes. Des articles incompréhensibles ne peuvent pas passer au travers d’une telle procédure, et certainement pas à cinq reprises ! »


L’article expose que puisque des papiers sans aucun sens ont pu passer la barrière de plusieurs revues scientifiques à comité de lecture, c’est qu’il y a un problème avec ce système de sélection. Citée par Igor et Grichka Bogdanov, une petite partie de la démonstration, convenablement sortie de son contexte, coupée et traduite avec créativité leur permet de prétendre que selon Giorgis les revues à comités de lecture, si rigoureuses, ne pouvant laisser passer, encore moins à plusieurs reprises, des articles sans aucun sens, ceux des Bogdanov sont donc sérieux. C’est bien entendu la position des auteurs. Elle est contestable mais respectable. Ce qui est nettement moins respectable c’est de prétendre que c’est celle du physicien John D. Giorgis qui énonce très exactement le contraire, l’article est très clair à ce propos, en voici la conclusion :
« Nonetheless, l’affaire Bogdanov might give post-modernists justifiable cause to snicker. And it leads you to wonder what else is getting through the supposedly foolproof net of peer review. »
. L'article de Giorgis est disponible
en ligne

- Personnaliser les articles publiés par La Recherche et Ciel  Espace est tandancieux, surtout si l'on qualifie leurs auteurs de « journaliste ». Fabien Besnard est mathématicien. D. Fossé est un journaliste scientifique, par ailleurs docteur en sciences.

- Il faudrait évoquer dans l'article les faits qui mettent gravement en doute la probité des Bogdanov : l'usage de pseudonymes multiples sur Usenet (mais aussi sur l'Internet et dans des courriers adressé à des journalistes), se faisant passer pour des scientifiques, et faisant la promotion des jumeaux, le tout
avant
que des discussions polémiques se tiennent sur le sujet et l'
usurpation
des identités d'Universités comme HKU (Hong Kong) lors de l'achat d'un nom de domaine pour héberger un site à leur gloire.--
YBM
7 août 2005 à 16:35 (CEST)


",frerebogdanof_travaux
