Thématique;Contenu;Contenu_texte
Quotient intellectuel;"<post n=""1"" ref=""#cmr-wiki-c001-a125"" when-iso=""2010-07-13T15:19"" who=""psn:cmr-wikiconflits-p869193"" xml:id=""cmr-wiki-c001-a126"">
<p>Bonjour,</p>
<p>Sur la pertinence générale de l'article, il me semble qu'il faut bien distinguer deux
            choses.</p>
<p>D'une part, il y a le caractère polémique du sujet où chacun peut avoir sa sensibilité
            et sa vision des choses. Des excès dans un sens comme dans l'autre sont dès lors
            possibles. Wikipedia n'étant pas une tribune politique, il faut veiller à ne pas faire
            de l'article un lieu d'expression des opinions personnelles. En ce sens, vous avez
            certainement raison de vous méfier, d'autant que certains intervenants se montrent d'une
            grossierté sans nom et d'un parti pris antiscientifique. Mais de façon humainement
            compréhensible, le plus difficile est peut-être encore de se méfier de son propre
            parti-pris...</p>
<p>D'autre part, il y a les discussions entre chercheurs. Là, il faut au contraire faire
            état du débat scientifique : toutes les thèses en présence devraient être présentées y
            compris celles qui heurtent notre sensibilité personnelle. On ne peut pas sérieusement
            se contenter de présenter exclusivement les arguments, études, thèses scientifiques qui
            corroborent nos opinions. Les Anglo-Saxons font preuve d'une plus grande ouverture
            d'esprit et de davantage de mâturité dans ces débats : il suffit de visiter les pages
            correspondantes du Wikipedia américain/anglais. On a beaucoup plus de détails que sur
            les pages françaises.</p>
<p>Comme il n'est pas loyal de ne présenter que des réfutations sans faire état des
            arguments avancés, je tâcherai de développer le maximum d'arguments et de
            contre-arguments, dès qu'on vous aura confirmé mon identité. Peut-être faudra-t-il faire
            une nouvelle page à part d'ailleurs. Encore une fois, il ne s'agit surtout pas de
            propagande mais d'exposer les termes d'un débat contradictoire, de façon
            dépassionnée.</p>
<p>En dernier lieu, merci pour votre courtoisie.</p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:nexialiste"">Nexialiste</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:nexialiste"">d</ref>) 13
            juillet 2010 à 15:19 (CEST)Nexialiste</signed>
</post>";"
Bonjour,
Sur la pertinence générale de l'article, il me semble qu'il faut bien distinguer deux
            choses.
D'une part, il y a le caractère polémique du sujet où chacun peut avoir sa sensibilité
            et sa vision des choses. Des excès dans un sens comme dans l'autre sont dès lors
            possibles. Wikipedia n'étant pas une tribune politique, il faut veiller à ne pas faire
            de l'article un lieu d'expression des opinions personnelles. En ce sens, vous avez
            certainement raison de vous méfier, d'autant que certains intervenants se montrent d'une
            grossierté sans nom et d'un parti pris antiscientifique. Mais de façon humainement
            compréhensible, le plus difficile est peut-être encore de se méfier de son propre
            parti-pris...
D'autre part, il y a les discussions entre chercheurs. Là, il faut au contraire faire
            état du débat scientifique : toutes les thèses en présence devraient être présentées y
            compris celles qui heurtent notre sensibilité personnelle. On ne peut pas sérieusement
            se contenter de présenter exclusivement les arguments, études, thèses scientifiques qui
            corroborent nos opinions. Les Anglo-Saxons font preuve d'une plus grande ouverture
            d'esprit et de davantage de mâturité dans ces débats : il suffit de visiter les pages
            correspondantes du Wikipedia américain/anglais. On a beaucoup plus de détails que sur
            les pages françaises.
Comme il n'est pas loyal de ne présenter que des réfutations sans faire état des
            arguments avancés, je tâcherai de développer le maximum d'arguments et de
            contre-arguments, dès qu'on vous aura confirmé mon identité. Peut-être faudra-t-il faire
            une nouvelle page à part d'ailleurs. Encore une fois, il ne s'agit surtout pas de
            propagande mais d'exposer les termes d'un débat contradictoire, de façon
            dépassionnée.
En dernier lieu, merci pour votre courtoisie.
Nexialiste (d) 13
            juillet 2010 à 15:19 (CEST)Nexialiste
"
Quotient intellectuel;"<post n=""2"" ref=""#cmr-wiki-c001-a126"" when-iso=""2010-07-14T12:49"" who=""psn:cmr-wikiconflits-p586843"" xml:id=""cmr-wiki-c001-a127"">
<p>Rebonjour. Le CU a confirmé que vous n'étiez pas <code lang=""wikicode"">{{u|Dumoulinb}}</code>. Je vous renouvelle mes excuses pour cette méprise, mais,
            ainsi que vous l'avez vous-même compris, les multiples interventions de ce triste sire
            sur ce paragraphe bien précis de l'article m'ont effectivement conduit à une grande
            méfiance dès lors que des modifications sont opérées sur ce point par un utilisateur
            néophyte. Pour le reste, vous avez parfaitement raison, <code lang=""wikicode"">{{Citation|toutes les thèses en présence devraient être présentées y compris celles
              qui heurtent notre sensibilité personnelle}}</code> : premièrement, parce qu'il s'agit
            effectivement de la démarche la plus scientifique qui soit que de présenter une thèse et
            ensuite ses éventuelles réfutations ; deuxièmement, car il s'agit de la meilleure
            manière de respecter le <ref target=""https://fr.wikipedia.org/wiki/Wp:npov"">principe de
              neutralité de point de vue</ref>, l'un des <ref target=""https://fr.wikipedia.org/wiki/Wp:pf"">principes fondateurs</ref> de Wikipédia.
            Je reconnais que c'est ce que vous avez fait, en développant de la meilleure manière
            possible les théories racialiste pour mieux présenter leurs antithèses. Vous avez
            apporté des sources, <ref target=""https://fr.wikipedia.org/wiki/Wp:vérifiabilité"">ce qui
              est extrêmement important</ref>. Il est vrai que le principe-même d'effectuer des
            tests comparatifs de QI entre groupes ethniques me choque, cependant ces expériences
            existent, il convient de les mentionner. En dépit des différences qui ont pu être
            relevées, j'ai du mal à concevoir que l'on puisse en tirer en conclusions que les Blancs
            sont supérieurs, car plus intelligents, aux Noirs (certains, évidemment, ne se privent
            pas de réaliser de telles déductions, et c'est même parfois la finalité des études, dans
            le cadre d'un mélange entre ""science"" et politique. Des dérives qui ne datent, du reste,
              <ref target=""https://fr.wikipedia.org/wiki/Joseph_arthur_de_gobineau"">pas
              d'aujourd'hui</ref>). Parce qu'ainsi que vous l'avez écrit et sourcé, ces différences
            doivent être largement tempérées par le contexte environnemental (culture, contexte
            économique et surtout social). Nul besoin d'être scientifique pour relever cette ô
            combien légitime atténuation.</p>
<p>Vous me direz alors : Pourquoi avoir révoqué ? Parce que je me suis focalisé sur le
            développement des théories de Lynn, et donc sur l'éventualité d'un faux-nez (dans ces
            cas-là, la politique-maison est généralement de tirer à vue, même sur ce qui peut-être
            pertinent. Ça peut sembler contre-productif, mais c'est ainsi). Et, de plus, en me
            focalisant de la sorte, je n'ai vu sans doute que le verre à moitié vide, c'est-à-dire
            le développement supplémentaire de thèses hautement contestables, d'où également mon
            scepticisme initial sur le caractère <code lang=""wikicode"">{{Citation|neutre et
              équilibré}}</code> de ces ajouts, comme je l'ai signalé à <code lang=""wikicode"">{{u|Skippy le Grand Gourou}}</code>. Mais, à la réflexion, je crois que je vais me
            ranger <hi rend=""underline"">de bonne grâce</hi> à l'avis majoritaire, surtout que je
            suis soulagé de voir qu'il ne s'agit pas d'une nouvelle manœuvre de l'inénarrable <code lang=""wikicode"">{{u|Dumoulinb}}</code>, qui m'en a fait baver dans le passé ! <code lang=""wikicode"">{{Sourire}}</code></p>
<p>Cordialement, </p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:suprememangaka"">SM</ref>
<hi rend=""small""><ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:suprememangaka"">** =^^=
                **</ref></hi> 14 juillet 2010 à 12:49 (CEST)</signed></post>";"
Rebonjour. Le CU a confirmé que vous n'étiez pas {{u|Dumoulinb}}. Je vous renouvelle mes excuses pour cette méprise, mais,
            ainsi que vous l'avez vous-même compris, les multiples interventions de ce triste sire
            sur ce paragraphe bien précis de l'article m'ont effectivement conduit à une grande
            méfiance dès lors que des modifications sont opérées sur ce point par un utilisateur
            néophyte. Pour le reste, vous avez parfaitement raison, {{Citation|toutes les thèses en présence devraient être présentées y compris celles
              qui heurtent notre sensibilité personnelle}} : premièrement, parce qu'il s'agit
            effectivement de la démarche la plus scientifique qui soit que de présenter une thèse et
            ensuite ses éventuelles réfutations ; deuxièmement, car il s'agit de la meilleure
            manière de respecter le principe de
              neutralité de point de vue, l'un des principes fondateurs de Wikipédia.
            Je reconnais que c'est ce que vous avez fait, en développant de la meilleure manière
            possible les théories racialiste pour mieux présenter leurs antithèses. Vous avez
            apporté des sources, ce qui
              est extrêmement important. Il est vrai que le principe-même d'effectuer des
            tests comparatifs de QI entre groupes ethniques me choque, cependant ces expériences
            existent, il convient de les mentionner. En dépit des différences qui ont pu être
            relevées, j'ai du mal à concevoir que l'on puisse en tirer en conclusions que les Blancs
            sont supérieurs, car plus intelligents, aux Noirs (certains, évidemment, ne se privent
            pas de réaliser de telles déductions, et c'est même parfois la finalité des études, dans
            le cadre d'un mélange entre ""science"" et politique. Des dérives qui ne datent, du reste,
              pas
              d'aujourd'hui). Parce qu'ainsi que vous l'avez écrit et sourcé, ces différences
            doivent être largement tempérées par le contexte environnemental (culture, contexte
            économique et surtout social). Nul besoin d'être scientifique pour relever cette ô
            combien légitime atténuation.
Vous me direz alors : Pourquoi avoir révoqué ? Parce que je me suis focalisé sur le
            développement des théories de Lynn, et donc sur l'éventualité d'un faux-nez (dans ces
            cas-là, la politique-maison est généralement de tirer à vue, même sur ce qui peut-être
            pertinent. Ça peut sembler contre-productif, mais c'est ainsi). Et, de plus, en me
            focalisant de la sorte, je n'ai vu sans doute que le verre à moitié vide, c'est-à-dire
            le développement supplémentaire de thèses hautement contestables, d'où également mon
            scepticisme initial sur le caractère {{Citation|neutre et
              équilibré}} de ces ajouts, comme je l'ai signalé à {{u|Skippy le Grand Gourou}}. Mais, à la réflexion, je crois que je vais me
            ranger de bonne grâce à l'avis majoritaire, surtout que je
            suis soulagé de voir qu'il ne s'agit pas d'une nouvelle manœuvre de l'inénarrable {{u|Dumoulinb}}, qui m'en a fait baver dans le passé ! {{Sourire}}
Cordialement, 
SM
** =^^=
                ** 14 juillet 2010 à 12:49 (CEST)"
Quotient intellectuel;"<post n=""3"" ref=""#cmr-wiki-c001-a127"" when-iso=""2010-07-14T12:54"" who=""psn:cmr-wikiconflits-p586843"" xml:id=""cmr-wiki-c001-a128"">
<p>Voilà, en conclusion, je vais donc remettre le passage inséré par <code lang=""wikicode"">{{u|Nexialiste}}</code>. </p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:suprememangaka"">SM</ref>
<hi rend=""small""><ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:suprememangaka"">** =^^=
                **</ref></hi> 14 juillet 2010 à 12:54 (CEST)</signed></post>";"
Voilà, en conclusion, je vais donc remettre le passage inséré par {{u|Nexialiste}}. 
SM
** =^^=
                ** 14 juillet 2010 à 12:54 (CEST)"
Quotient intellectuel;"<post n=""4"" ref=""#cmr-wiki-c001-a128"" when-iso=""2011-11-30T15:25"" who=""psn:cmr-wikiconflits-ip00242"" xml:id=""cmr-wiki-c001-a129"">
<p>Le terme ""race"" est employé de nous jours (2011) dans un contexte purement commercial,
            un animal dit ""de race"" se vendant plus cher qu'un autre ne l'étant pas. C'est toujours
            intéressant à savoir, mais ce terme est sans rapport avec le QI, qu'on ne mesure si je
            ne m'abuse que chez des humains, enfants ou adultes.</p>
<p>Les humains ayant une culture, on a créé pour eux le mot ""ethnie"". Ne serait-il pas
            préférable d'employer le mot approprié de façon toute simple plutôt qu'un mot
            inapproprié en le mettant entre guillemets (""et ""races"""")? Par ailleurs, l'ethnie en
            tant qu'unité culturelle peut difficilement ne pas être liée à l'éveil intellectuel,
            certaines cultures ayant valorisé à une époque la curiosité (""Allez chercher le savoir
            jusqu'en Chine !"", dit quelque part Mahomet), d'autres au contraire l'ayant inhibée
            (dicton ""La curiosité est un vilain défaut""). Une corrélation n'aurait donc rien de
            surprenant, et c'est même son absence qui serait insolite. </p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Spécial:contributions/82.226.27.88"">82.226.27.88</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:82.226.27.88"">d</ref>) 30
            novembre 2011 à 15:25 (CET)</signed></post>";"
Le terme ""race"" est employé de nous jours (2011) dans un contexte purement commercial,
            un animal dit ""de race"" se vendant plus cher qu'un autre ne l'étant pas. C'est toujours
            intéressant à savoir, mais ce terme est sans rapport avec le QI, qu'on ne mesure si je
            ne m'abuse que chez des humains, enfants ou adultes.
Les humains ayant une culture, on a créé pour eux le mot ""ethnie"". Ne serait-il pas
            préférable d'employer le mot approprié de façon toute simple plutôt qu'un mot
            inapproprié en le mettant entre guillemets (""et ""races"""")? Par ailleurs, l'ethnie en
            tant qu'unité culturelle peut difficilement ne pas être liée à l'éveil intellectuel,
            certaines cultures ayant valorisé à une époque la curiosité (""Allez chercher le savoir
            jusqu'en Chine !"", dit quelque part Mahomet), d'autres au contraire l'ayant inhibée
            (dicton ""La curiosité est un vilain défaut""). Une corrélation n'aurait donc rien de
            surprenant, et c'est même son absence qui serait insolite. 
82.226.27.88 (d) 30
            novembre 2011 à 15:25 (CET)"
Quotient intellectuel;"<post n=""0"" when-iso=""2010-11-04T14:41"" who=""psn:cmr-wikiconflits-p869193"" xml:id=""cmr-wiki-c001-a130"">
<p>Bonjour,</p>
<p>Je constate qu'une de mes contribitions a été supprimée avec pour simple motif : ""on va
            pas tout détailler pour chaque soit disant éthnie !""</p>
<p>Je n'avais pourtant ajouté qu'une seule phrase : ""Les Juifs Ashkenazes auraient un QI
            moyen de 115 (The Bell Curve page 275 et aussi les travaux de Gregory Cochran professeur
            d'anthropologie). ""</p>
<p>Encore une fois, je ne comprends pas le problème. Sur le wikipedia anglais, on a droit
            à un article complet sur l'intelligence des Juifs Ashkenazes. <ref target=""http://en.wikipedia.org/wiki/Ashkenazi_Intelligence#Cochran_et_al"">http://en.wikipedia.org/wiki/Ashkenazi_Intelligence#Cochran_et_al</ref>.</p>
<p>Plusieurs scientifiques se sont penchés sur la question : Charles Murray, Gregory
            Cochran, Jason Hardy, Henry Harpending...Leur réussite intellectuelle absolument
            remarquable n'a d'ailleurs pas échappé aux scientifiques: 0,02% de la population
            mondiale mais 32% des prix nobel. <ref target=""http://www.harissa.com/D_forum/Judaisme/legeniuejuif.htm"">http://www.harissa.com/D_forum/Judaisme/legeniuejuif.htm</ref></p>
<p>En France, la seule phrase qui en parle est censurée, alors même qu'il y a toute une
            littérature sur le sujet. C'est très très difficile à expliquer rationnellement.</p>
<p>Je vous remercie d'avance de ne pas supprimer la seule phrase qui évoque la
            question.</p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:nexialiste"">Nexialiste</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:nexialiste"">d</ref>) 4
            novembre 2010 à 14:41 (CET)</signed>
</post>";"
Bonjour,
Je constate qu'une de mes contribitions a été supprimée avec pour simple motif : ""on va
            pas tout détailler pour chaque soit disant éthnie !""
Je n'avais pourtant ajouté qu'une seule phrase : ""Les Juifs Ashkenazes auraient un QI
            moyen de 115 (The Bell Curve page 275 et aussi les travaux de Gregory Cochran professeur
            d'anthropologie). ""
Encore une fois, je ne comprends pas le problème. Sur le wikipedia anglais, on a droit
            à un article complet sur l'intelligence des Juifs Ashkenazes. http://en.wikipedia.org/wiki/Ashkenazi_Intelligence#Cochran_et_al.
Plusieurs scientifiques se sont penchés sur la question : Charles Murray, Gregory
            Cochran, Jason Hardy, Henry Harpending...Leur réussite intellectuelle absolument
            remarquable n'a d'ailleurs pas échappé aux scientifiques: 0,02% de la population
            mondiale mais 32% des prix nobel. http://www.harissa.com/D_forum/Judaisme/legeniuejuif.htm
En France, la seule phrase qui en parle est censurée, alors même qu'il y a toute une
            littérature sur le sujet. C'est très très difficile à expliquer rationnellement.
Je vous remercie d'avance de ne pas supprimer la seule phrase qui évoque la
            question.
Nexialiste (d) 4
            novembre 2010 à 14:41 (CET)
"
Quotient intellectuel;"<post n=""0"" when-iso=""2010-12-14T01:18"" who=""psn:cmr-wikiconflits-ip01870"" xml:id=""cmr-wiki-c001-a131"">
<p>Dans la section correspondante, il ne serait pas mauvais de rappeler que <hi rend=""italic"">Néandertal</hi> avait une capacité crânienne supérieure à <hi rend=""italic"">sapiens sapiens</hi> et que cela ne semble pas avoir aidé sa lignée à
            survivre autant que la nôtre.</p></post>";"
Dans la section correspondante, il ne serait pas mauvais de rappeler que Néandertal avait une capacité crânienne supérieure à sapiens sapiens et que cela ne semble pas avoir aidé sa lignée à
            survivre autant que la nôtre."
Quotient intellectuel;"<post n=""1"" ref=""#cmr-wiki-c001-a131"" when-iso=""2011-11-30T15:58"" who=""psn:cmr-wikiconflits-ip00242"" xml:id=""cmr-wiki-c001-a132"">
<p>Confirmation ici : ""Les caractères synapomorphes des Néandertaliens sont : un cerveau
            volumineux (leur capacité crânienne moyenne est légèrement supérieure (1 500 cm³) à
            celle de l'humain moderne) (...) ici : <ref target=""https://fr.wikipedia.org/wiki/Homme_de_néandertal#squelette"">Homme de
              Néandertal#Squelette</ref>. </p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Spécial:contributions/82.226.27.88"">82.226.27.88</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:82.226.27.88"">d</ref>) 30
            novembre 2011 à 15:58 (CET)</signed></post>";"
Confirmation ici : ""Les caractères synapomorphes des Néandertaliens sont : un cerveau
            volumineux (leur capacité crânienne moyenne est légèrement supérieure (1 500 cm³) à
            celle de l'humain moderne) (...) ici : Homme de
              Néandertal#Squelette. 
82.226.27.88 (d) 30
            novembre 2011 à 15:58 (CET)"
Quotient intellectuel;"<post n=""2"" ref=""#cmr-wiki-c001-a131"" when-iso=""2010-12-14T01:18"" who=""psn:cmr-wikiconflits-ip01870"" xml:id=""cmr-wiki-c001-a133"">
<p>Les animaux intellectuellement doués ont par ailleurs des circonvolutions cérébrales
            marquées tandis que les espèces moins intelligentes ont des cerveaux à la surface lisse.
            Chez l'homme et l'éléphant, ces circonvolutions sont très marquées. </p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Spécial:contributions/212.198.145.112"">212.198.145.112</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:212.198.145.112"">d</ref>)
            14 décembre 2010 à 01:18 (CET)</signed></post>";"
Les animaux intellectuellement doués ont par ailleurs des circonvolutions cérébrales
            marquées tandis que les espèces moins intelligentes ont des cerveaux à la surface lisse.
            Chez l'homme et l'éléphant, ces circonvolutions sont très marquées. 
212.198.145.112 (d)
            14 décembre 2010 à 01:18 (CET)"
Quotient intellectuel;"<post n=""0"" when-iso=""2011-11-06T13:55"" who=""psn:cmr-wikiconflits-p210569"" xml:id=""cmr-wiki-c001-a134"">
<p>Bonjour. <ref target=""http://fr.wikipedia.org/w/index.php?title=Quotient_intellectuel&amp;amp;curid=45849&amp;amp;diff=71826746&amp;amp;oldid=71686642"">Cet apport</ref> que </p><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:lamiot"">Lamiot</ref> dit ""sourcé"", en
          fait est sourcé par une <ref target=""https://fr.wikipedia.org/wiki/Source_primaire"">source
            primaire</ref>, et il en existe des centaines de la sorte, dont certaines fort
          critiquables : dans wp sourcer signifie utiliser des <ref target=""https://fr.wikipedia.org/wiki/Source_secondaire"">sources secondaires</ref> (de
          qualité, pour le moins) : voir <ref target=""https://fr.wikipedia.org/wiki/Wikipédia:sources_primaires_et_secondaires"">Wikipédia:Sources primaires et secondaires</ref>. Pour cet ajout, il ne fait pas de
          doute que l'on peut en trouver. Cordialement.-- <signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:lylvic"">Lylvic</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:lylvic"">d</ref>) 6
            novembre 2011 à 13:55 (CET)</signed></post>";"
Bonjour. Cet apport que Lamiot dit ""sourcé"", en
          fait est sourcé par une source
            primaire, et il en existe des centaines de la sorte, dont certaines fort
          critiquables : dans wp sourcer signifie utiliser des sources secondaires (de
          qualité, pour le moins) : voir Wikipédia:Sources primaires et secondaires. Pour cet ajout, il ne fait pas de
          doute que l'on peut en trouver. Cordialement.-- Lylvic (d) 6
            novembre 2011 à 13:55 (CET)"
Quotient intellectuel;"<post n=""1"" ref=""#cmr-wiki-c001-a134"" when-iso=""2011-11-06T16:07"" who=""psn:cmr-wikiconflits-p75086"" xml:id=""cmr-wiki-c001-a135"">
<p>Bonjour Lylvic et merci pour ta réactivité.. Je suis bien d'accord avec toi. Je suis
            moi aussi plutôt tatillon et exigeant sur mes propres sources (par exemple, j'utilise
            essentiellement <ref target=""https://fr.wikipedia.org/wiki/Google_scholar"">Google
              scholar</ref> ou des moteurs spécialisés (dont celui de Persée, ou d'autres systèmes
            de revues scientifiques), et j'aime croiser et recouper mes sources (trois fois quand je
            peux).. et je n'utilise presque plus google (pour justement m'épargner tous les blogs et
            articles semi-publicitaires ou déguisés, ou risque de me perdre dans des sources
            tertiaires de de sources secondaires de sources moins secondaires.. avec perte
            d'information à chaque niveau souvent ).. Et je suis comme toi « signataire » de notre
            charte scientifique, mais dans le cas présent, j'ai choisi d'ajouter cette info pour
            trois raisons : <lb/> - je la trouvais encyclopédiquement recevable et intéressante
            <lb/> - Wikipédia reconnait un cas particulier, où les sources primaires sont autorisées
            (et même recommandées ? à condition de ne pas les interpréter):<lb/> c'est le cas des
              <hi rend=""italic""><hi rend=""bold""><code lang=""wikicode"">{{Citation|sources primaires
                  publiées de manière fiable (par exemple, par un éditeur ou un journal
                  reconnu}}</code></hi></hi> (Source = <ref target=""https://fr.wikipedia.org/wiki/Wikipédia:sources_primaires_et_secondaires"">Wikipédia:Sources primaires et secondaires</ref>). Dans le cas présent je ne pense
            pas qu'<hi rend=""italic"">il en existe des centaines de la sorte</hi>, c'est à dire
            sortie d'une des 2 ou 3 premières revues scientifiques les plus reconnues au monde pour
            leur crédibilité (voir article <ref target=""https://fr.wikipedia.org/wiki/Nature_(revue)"">Nature (revue)</ref><lb/>- et
            non seulement Nature est un journal des plus reconnus, mais il fait partie des grandes
            revues à <ref target=""https://fr.wikipedia.org/wiki/Comité_de_lecture"">comité de
              lecture</ref> par des pairs souvent prestigieux (c'est souvent considéré comme un
            grand honneur d'être invité à relire un article d'une telle revue, et donc on s'applique
            à ne rien laisser passer, ce qui explique la qualité de ces revues). Et en plus, si on
            voulait aller plus loin, mais ce n'était pas nécessaire je pense, les articles
            scientifiques sont eux-mêmes souvent riches en illustration pertinente, en sources
            précises et non hors-sujet, et riche en bibliographie permettant au lecteur de lui-même
            vérifier ce qui est dit ou améliorer sa culture sur le sujet, et enfin il y a dans le
            cas présent, un courrier de lecteur (scientifique) associé, qui <hi rend=""italic"">«
              secondarise »</hi> et enrichi en quelque sorte le document. Néanmoins, ma formulation
            dépasse peut-être un peu trop le stricte compte-rendu et mériterait - j'en conviens bien
            volontiers - un sourçage encore plus fin ou diversifié que je n'ai pas pris le temps de
            faire (sans aller jusqu'à coller une source à chaque mot, car nous sommes dans
            l'introduction d'un article, et son contenu est ou sera développé dans le corps de
            l'article)... espérant qu'un de mes honorable collègue wikipédien améliorera, et qui est
            peut être difficile parce que c'est une information encore fraiche (publiée il y a 3
            jours).. mais ici aussi wikipédia présente un intérêt par rapport aux anciennes
            encyclopédies papier : sa mise à jour facile, sa mémoire et son principe d'amélioration
            continue)... je peux raccourcir le paragraphe et le limiter à la source primaire et aux
            sources complémentaires, mais ce fait perdre un peu de l'ouverture de l'intro.. ou j'y
            reviens ou qq'un d'autre pour affiner et mieux sourcer --</p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:lamiot"">Lamiot</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:lamiot"">d</ref>) 6
            novembre 2011 à 16:07 (CET) <lb/></signed></post>";"
Bonjour Lylvic et merci pour ta réactivité.. Je suis bien d'accord avec toi. Je suis
            moi aussi plutôt tatillon et exigeant sur mes propres sources (par exemple, j'utilise
            essentiellement Google
              scholar ou des moteurs spécialisés (dont celui de Persée, ou d'autres systèmes
            de revues scientifiques), et j'aime croiser et recouper mes sources (trois fois quand je
            peux).. et je n'utilise presque plus google (pour justement m'épargner tous les blogs et
            articles semi-publicitaires ou déguisés, ou risque de me perdre dans des sources
            tertiaires de de sources secondaires de sources moins secondaires.. avec perte
            d'information à chaque niveau souvent ).. Et je suis comme toi « signataire » de notre
            charte scientifique, mais dans le cas présent, j'ai choisi d'ajouter cette info pour
            trois raisons :  - je la trouvais encyclopédiquement recevable et intéressante
             - Wikipédia reconnait un cas particulier, où les sources primaires sont autorisées
            (et même recommandées ? à condition de ne pas les interpréter): c'est le cas des
              {{Citation|sources primaires
                  publiées de manière fiable (par exemple, par un éditeur ou un journal
                  reconnu}} (Source = Wikipédia:Sources primaires et secondaires). Dans le cas présent je ne pense
            pas qu'il en existe des centaines de la sorte, c'est à dire
            sortie d'une des 2 ou 3 premières revues scientifiques les plus reconnues au monde pour
            leur crédibilité (voir article Nature (revue)- et
            non seulement Nature est un journal des plus reconnus, mais il fait partie des grandes
            revues à comité de
              lecture par des pairs souvent prestigieux (c'est souvent considéré comme un
            grand honneur d'être invité à relire un article d'une telle revue, et donc on s'applique
            à ne rien laisser passer, ce qui explique la qualité de ces revues). Et en plus, si on
            voulait aller plus loin, mais ce n'était pas nécessaire je pense, les articles
            scientifiques sont eux-mêmes souvent riches en illustration pertinente, en sources
            précises et non hors-sujet, et riche en bibliographie permettant au lecteur de lui-même
            vérifier ce qui est dit ou améliorer sa culture sur le sujet, et enfin il y a dans le
            cas présent, un courrier de lecteur (scientifique) associé, qui «
              secondarise » et enrichi en quelque sorte le document. Néanmoins, ma formulation
            dépasse peut-être un peu trop le stricte compte-rendu et mériterait - j'en conviens bien
            volontiers - un sourçage encore plus fin ou diversifié que je n'ai pas pris le temps de
            faire (sans aller jusqu'à coller une source à chaque mot, car nous sommes dans
            l'introduction d'un article, et son contenu est ou sera développé dans le corps de
            l'article)... espérant qu'un de mes honorable collègue wikipédien améliorera, et qui est
            peut être difficile parce que c'est une information encore fraiche (publiée il y a 3
            jours).. mais ici aussi wikipédia présente un intérêt par rapport aux anciennes
            encyclopédies papier : sa mise à jour facile, sa mémoire et son principe d'amélioration
            continue)... je peux raccourcir le paragraphe et le limiter à la source primaire et aux
            sources complémentaires, mais ce fait perdre un peu de l'ouverture de l'intro.. ou j'y
            reviens ou qq'un d'autre pour affiner et mieux sourcer --
Lamiot (d) 6
            novembre 2011 à 16:07 (CET) "
